page_number,column,ad_type,section_name,layout
21,7,광고없음,기획,"[[0, 0, 5, 7], [5, 0, 2, 4], [5, 4, 2, 3], [0, 7, 5, 3], [5, 7, 2, 4], [0, 10, 5, 5], [5, 11, 2, 3], [5, 14, 2, 1]]"
,7,광고없음,금융,"[[0, 0, 7, 2], [0, 2, 5, 5], [5, 2, 2, 7], [0, 7, 4, 5], [4, 7, 1, 5], [5, 9, 2, 6], [0, 12, 3, 3], [3, 12, 2, 3]]"
20,7,5단통,기획,"[[0, 0, 7, 7], [0, 7, 7, 3], [0, 10, 7, 5, ""광고_5단통""]]"
101,7,3단통,"","[[0, 0, 5, 7], [5, 0, 2, 5], [5, 5, 2, 5], [0, 7, 2, 5], [2, 7, 3, 5], [5, 10, 2, 2], [0, 12, 7, 3, ""광고_3단통""]]"
1,6,5단통,"","[[0, 1, 4, 4], [4, 1, 2, 5], [0, 5, 2, 5], [2, 5, 2, 5], [4, 6, 2, 4], [0, 10, 6, 5, ""광고_5단통""]]"
21,7,광고없음,기획,"[[0, 0, 5, 5], [5, 0, 2, 5], [0, 5, 5, 5], [5, 5, 2, 10], [0, 10, 4, 5], [4, 10, 1, 5]]"
100,7,광고없음,"","[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 5, 5], [5, 7, 2, 4], [5, 11, 2, 4], [0, 12, 2, 3], [2, 12, 3, 3]]"
100,7,4단통,"","[[0, 0, 4, 4], [4, 0, 3, 4], [0, 4, 4, 4], [4, 4, 3, 3], [4, 7, 3, 4], [0, 8, 4, 3], [0, 11, 7, 4, ""광고_4단통""]]"
1,7,7단15,"","[[0, 1, 4, 7], [4, 1, 3, 7], [0, 8, 4, 4], [0, 12, 4, 3], [4, 8, 3, 7, ""광고_7단15""]]"
20,7,5단통,"","[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 4, 3], [4, 7, 1, 3], [5, 7, 2, 3], [0, 10, 7, 5, ""광고_5단통""]]"
20,7,5단통,"","[[0, 0, 5, 7], [5, 0, 2, 10], [0, 7, 4, 3], [4, 7, 1, 3], [0, 10, 7, 5, ""광고_5단통""]]"
1,7,7단15_홀,"","[[0, 1, 4, 8], [4, 1, 3, 4], [4, 5, 3, 3], [0, 9, 4, 6], [4, 8, 3, 7, ""광고_7단15_홀""]]"
1,7,7단15_홀,"","[[0, 1, 4, 7], [4, 1, 3, 4], [4, 5, 3, 3], [0, 8, 4, 3], [0, 11, 4, 4], [4, 8, 3, 7, ""광고_7단15_홀""]]"
21,7,광고없음,기획,"[[0, 0, 5, 6], [5, 0, 2, 6], [0, 6, 5, 6], [5, 6, 2, 5], [5, 11, 2, 4], [0, 12, 5, 3]]"
20,7,5단통,기획,"[[0, 0, 5, 7], [5, 0, 2, 10], [0, 7, 3, 3], [3, 7, 2, 3], [0, 10, 7, 5, ""광고_5단통""]]"
1,6,5단통,"","[[0, 1, 3, 3], [3, 1, 3, 4], [0, 4, 3, 4], [3, 5, 3, 5], [0, 8, 3, 2], [0, 10, 6, 5, ""광고_5단통""]]"
1,7,5단통,"","[[0, 1, 3, 9], [3, 1, 4, 6], [3, 7, 4, 3], [0, 10, 7, 5, ""광고_5단통""]]"
1,7,7단15_홀,"","[[0, 1, 4, 6], [4, 1, 3, 7], [0, 7, 4, 4], [0, 11, 4, 4], [4, 8, 3, 7, ""광고_7단15_홀""]]"
1,7,7단15_홀,"","[[0, 1, 4, 7], [4, 1, 3, 7], [0, 8, 4, 7], [4, 8, 3, 7, ""광고_7단15_홀""]]"
